code,num
C1072,529.0673749557683
C1128,1168.5375869837428
C1456,452.09685681505084
C1840,526.8007494892421
C1332,439.5683848881394
C1563,737.2252703939521
C1794,99.25089474004899
C1640,511.76519044975856
C1377,261.1623429952328
C2072,398.75417191592396
C1472,273.2360328802393
C1006,693.0486946915444
C1083,580.7185097765547
C1311,327.39216351158433
C2676,215.93149511351922
C2318,244.90067034406226
C1603,531.1907491371011
C2523,431.5865897248888
C2177,482.16093492029586
C2411,648.6598768392006
C2033,425.348057240426
C1604,423.86556283888245
C2535,484.0882786332736
C1040,504.52133913609424
C2417,230.23307203270255
C1812,281.850303245553
C2253,381.36611700071893
C1294,471.1615988307332
C1772,232.96772336270976
C2646,385.46155347043856
C1152,1819.6660235451666
C2423,568.4535445624042
C1844,605.6639341370038
C1318,318.55394850904287
C1729,471.46188232620483
C1602,482.42255607217794
C1239,370.57923077036247
C1721,184.42497896099394
C1902,351.41683557131137
C1855,843.9463533448755
C2600,886.6419750535632
C1071,565.4349967892643
C2295,788.7573816640507
C1621,163.73375262436957
C1852,896.9754122835925
C2555,379.73988302267344
C1297,518.7388574018355
C2323,268.4388921760004
C2215,582.9211194080809
C2112,534.5485208167115
C1830,419.4445664425322
C2602,914.8239552941201
C2608,942.2749093769957
C1215,933.3142642472512
C2369,1029.813576948034
C1158,945.4180639436527
C1887,309.7826565198895
C1189,960.8607910224746
C1637,577.4663265795892
C1225,462.4211929123785
C2374,1146.2790510373945
C2397,598.1872565216809
C1105,1123.120897072214
C1782,86.48594177498346
C1629,126.22562907243075
C1708,915.5017373508487
C2144,788.5339496252233
C1617,417.8205689524909
C1149,1681.0510518047693
C1323,-1247.7008033850027
C1064,527.4700650584415
C1019,1181.6898631602849
C2269,349.5130424910899
C1416,432.4300217799803
C1250,346.42829129266283
C1741,475.1494122733211
C1016,741.3486070218079
C2675,0.0
C2436,606.0669717930696
C2039,476.5952323398174
C1253,365.12620081414826
C2028,447.7089069542082
C1166,1039.4272341213739
C1135,1144.2185803082257
C1216,399.40712669484157
C1593,470.85023459282587
C1826,276.5636280357907
C1827,410.389701182916
C1564,241.313461403125
C1495,205.44065738955518
C2653,426.7259594778554
C1392,317.3573926211687
C2128,589.1523246827707
C1282,320.5319168170796
C1521,678.5691608981347
C2076,337.31852238987193
C1060,508.64452972920685
C2473,455.7674795932114
C2557,546.8586231240841
C1835,425.17470836775857
C2224,620.5954969846152
C2222,566.0963603379497
C2430,576.6047326446857
C2497,419.8438324062202
C1494,344.75865602893464
C1457,571.3398282178454
C1525,659.5799240488735
C1712,142.24004813634954
C2267,370.8503685304118
C1623,152.67038171935016
C2131,758.5097981063947
C2691,279.61347930796694
C1147,1644.569480449467
C1692,486.6506728955312
C1570,434.32114263882136
C1474,303.9149621011641
C1633,107.5192868482061
C2113,568.9878149457303
C2175,1086.3235323839515
C2303,843.575684338029
C2547,172.45633272339828
C2292,769.653083760224
C1496,129.24321014962524
C1289,432.2312142479873
C1849,811.8135286377515
C1003,653.7312941469531
C2268,318.5332454687095
C2551,327.01729900813285
C2688,265.07709357905514
C1030,1192.3379528898158
C1327,0.0
C2451,327.13564051923316
C1749,228.36750732059815
C1349,227.00846142479267
C2043,382.8178479075777
C1229,313.9635158287038
C2363,919.4030105752628
C1414,191.00258070944275
C2174,1027.885543804526
C2091,375.3668576605041
C2335,0.0
C1841,586.6954397442212
C2404,656.9739466570026
C1683,517.438626896712
C1038,1328.5637142541254
C2456,314.4999590138609
C1266,288.5536621446476
C2152,824.1349774199231
C1267,296.89762356107457
C2189,490.2682514713061
